run_id,run_key,design_id,split,overall_minimum,threshold,signed_margin,absolute_margin,recorded_breach,reproduced_breach,polarity_match,exact_threshold
63,D012-R03,D012,test,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
64,D012-R04,D012,test,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
65,D013-R00,D013,train,0.41666666666666669,0.80000000000000004,-0.38333333333333336,0.38333333333333336,True,True,True,False
66,D013-R01,D013,train,0.33333333333333331,0.80000000000000004,-0.46666666666666673,0.46666666666666673,True,True,True,False
67,D013-R02,D013,train,0.25,0.80000000000000004,-0.55000000000000004,0.55000000000000004,True,True,True,False
68,D013-R03,D013,train,0.41666666666666669,0.80000000000000004,-0.38333333333333336,0.38333333333333336,True,True,True,False
69,D013-R04,D013,train,0.083333333333333329,0.80000000000000004,-0.71666666666666667,0.71666666666666667,True,True,True,False
70,D014-R00,D014,train,0.66666666666666663,0.80000000000000004,-0.13333333333333341,0.13333333333333341,True,True,True,False
71,D014-R01,D014,train,0.3888888888888889,0.80000000000000004,-0.41111111111111115,0.41111111111111115,True,True,True,False
72,D014-R02,D014,train,0.55555555555555558,0.80000000000000004,-0.24444444444444446,0.24444444444444446,True,True,True,False
73,D014-R03,D014,train,0.44444444444444442,0.80000000000000004,-0.35555555555555562,0.35555555555555562,True,True,True,False
74,D014-R04,D014,train,0.5,0.80000000000000004,-0.30000000000000004,0.30000000000000004,True,True,True,False
75,D015-R00,D015,train,0.5,0.80000000000000004,-0.30000000000000004,0.30000000000000004,True,True,True,False
76,D015-R01,D015,train,0.33333333333333331,0.80000000000000004,-0.46666666666666673,0.46666666666666673,True,True,True,False
77,D015-R02,D015,train,0.16666666666666666,0.80000000000000004,-0.63333333333333341,0.63333333333333341,True,True,True,False
78,D015-R03,D015,train,0.33333333333333331,0.80000000000000004,-0.46666666666666673,0.46666666666666673,True,True,True,False
79,D015-R04,D015,train,0.5,0.80000000000000004,-0.30000000000000004,0.30000000000000004,True,True,True,False
80,D016-R00,D016,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
81,D016-R01,D016,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
82,D016-R02,D016,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
83,D016-R03,D016,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
84,D016-R04,D016,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
85,D017-R00,D017,validation,0.10000000000000001,0.80000000000000004,-0.70000000000000007,0.70000000000000007,True,True,True,False
86,D017-R01,D017,validation,0.050000000000000003,0.80000000000000004,-0.75,0.75,True,True,True,False
87,D017-R02,D017,validation,0.10000000000000001,0.80000000000000004,-0.70000000000000007,0.70000000000000007,True,True,True,False
88,D017-R03,D017,validation,0.10000000000000001,0.80000000000000004,-0.70000000000000007,0.70000000000000007,True,True,True,False
89,D017-R04,D017,validation,0.10000000000000001,0.80000000000000004,-0.70000000000000007,0.70000000000000007,True,True,True,False
90,D018-R00,D018,train,0.40000000000000002,0.80000000000000004,-0.40000000000000002,0.40000000000000002,True,True,True,False
91,D018-R01,D018,train,0.59999999999999998,0.80000000000000004,-0.20000000000000007,0.20000000000000007,True,True,True,False
92,D018-R02,D018,train,0.40000000000000002,0.80000000000000004,-0.40000000000000002,0.40000000000000002,True,True,True,False
93,D018-R03,D018,train,0.46666666666666667,0.80000000000000004,-0.33333333333333337,0.33333333333333337,True,True,True,False
94,D018-R04,D018,train,0.53333333333333333,0.80000000000000004,-0.26666666666666672,0.26666666666666672,True,True,True,False
95,D019-R00,D019,train,0.083333333333333329,0.80000000000000004,-0.71666666666666667,0.71666666666666667,True,True,True,False
96,D019-R01,D019,train,0.083333333333333329,0.80000000000000004,-0.71666666666666667,0.71666666666666667,True,True,True,False
97,D019-R02,D019,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
98,D019-R03,D019,train,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
99,D019-R04,D019,train,0.083333333333333329,0.80000000000000004,-0.71666666666666667,0.71666666666666667,True,True,True,False
100,D020-R00,D020,test,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
101,D020-R01,D020,test,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
102,D020-R02,D020,test,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
103,D020-R03,D020,test,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
104,D020-R04,D020,test,0,0.80000000000000004,-0.80000000000000004,0.80000000000000004,True,True,True,False
