feature,importance
inclination_deg,0.25916037414965987
total_satellites,0.2386920634920635
sats_per_plane,0.17405714285714285
edge_failure_prob,0.16477380952380952
node_failure_prob,0.09386899092970521
altitude_km,0.04933333333333333
num_planes,0.020114285714285716
duration_minutes,0.0
step_seconds,0.0
