scope,first_design_id,first_partition,second_design_id,second_partition,normalized_distance
stage_a_to_original,SA-D003,development,D041,,1.2954761556652095
stage_a_to_original,SA-D003,development,D042,,1.6913237084191257
stage_a_to_original,SA-D003,development,D043,,1.7017285102624149
stage_a_to_original,SA-D003,development,D044,,0.8313079847463396
stage_a_to_original,SA-D003,development,D045,,1.7592108890516942
stage_a_to_original,SA-D003,development,D046,,1.0908283090706381
stage_a_to_original,SA-D003,development,D047,,1.6408013580356742
stage_a_to_original,SA-D003,development,D048,,1.7430647662529453
stage_a_to_original,SA-D003,development,D049,,1.6658765271559262
stage_a_to_original,SA-D003,development,D050,,1.4193399232422845
stage_a_to_original,SA-D003,development,D051,,1.0777366721963104
stage_a_to_original,SA-D003,development,D052,,1.2535178941130825
stage_a_to_original,SA-D003,development,D053,,1.363845165212908
stage_a_to_original,SA-D003,development,D054,,1.3731663870617861
stage_a_to_original,SA-D003,development,D055,,1.460749953385112
stage_a_to_original,SA-D003,development,D056,,1.1158709027173344
stage_a_to_original,SA-D003,development,D057,,1.3115950483228951
stage_a_to_original,SA-D003,development,D058,,1.7564016780829306
stage_a_to_original,SA-D003,development,D059,,1.0517069490921982
stage_a_to_original,SA-D003,development,D060,,1.0325040310861131
stage_a_to_original,SA-D003,development,D061,,0.84547460179859757
stage_a_to_original,SA-D003,development,D062,,1.5089255757926434
stage_a_to_original,SA-D003,development,D063,,0.98761637390210888
stage_a_to_original,SA-D003,development,D064,,1.4443317312899557
stage_a_to_original,SA-D003,development,D065,,1.1095808488496384
stage_a_to_original,SA-D003,development,D066,,1.1426158323441162
stage_a_to_original,SA-D003,development,D067,,1.1331976020018339
stage_a_to_original,SA-D003,development,D068,,0.89410913781203749
stage_a_to_original,SA-D003,development,D069,,1.5866298680284618
stage_a_to_original,SA-D003,development,D070,,0.92399361118233203
stage_a_to_original,SA-D003,development,D071,,1.5393551922106725
stage_a_to_original,SA-D003,development,D072,,1.260556183018666
stage_a_to_original,SA-D003,development,D073,,1.5620261441462733
stage_a_to_original,SA-D003,development,D074,,1.66531581053822
stage_a_to_original,SA-D003,development,D075,,1.4783211878324467
stage_a_to_original,SA-D003,development,D076,,1.0532354546878413
stage_a_to_original,SA-D003,development,D077,,1.7715005922032656
stage_a_to_original,SA-D003,development,D078,,1.1181699336323931
stage_a_to_original,SA-D003,development,D079,,1.1633519516501585
stage_a_to_original,SA-D003,development,D080,,1.4496917305541446
stage_a_to_original,SA-D003,development,D081,,1.4195542003333406
stage_a_to_original,SA-D003,development,D082,,1.5716587549502223
stage_a_to_original,SA-D003,development,D083,,1.1121900254489328
stage_a_to_original,SA-D003,development,D084,,1.2115598596943882
stage_a_to_original,SA-D003,development,D085,,1.4430554167454359
stage_a_to_original,SA-D003,development,D086,,1.4601918445286002
stage_a_to_original,SA-D003,development,D087,,1.9962614050131655
stage_a_to_original,SA-D003,development,D088,,1.4052190808460752
stage_a_to_original,SA-D003,development,D089,,1.4977767874654953
stage_a_to_original,SA-D003,development,D090,,1.5220014161631632
stage_a_to_original,SA-D003,development,D091,,1.2557667043491254
stage_a_to_original,SA-D003,development,D092,,1.1698348739095497
stage_a_to_original,SA-D003,development,D093,,1.20758203626448
stage_a_to_original,SA-D003,development,D094,,1.1618754277162915
stage_a_to_original,SA-D003,development,D095,,1.6720817722749812
stage_a_to_original,SA-D003,development,D096,,1.702443777807876
stage_a_to_original,SA-D003,development,D097,,1.4661726042199263
stage_a_to_original,SA-D003,development,D098,,1.4094646248568923
stage_a_to_original,SA-D003,development,D099,,1.2264170297674539
stage_a_to_original,SA-D004,development,D000,,0.40544979213206861
stage_a_to_original,SA-D004,development,D001,,0.57176808012638092
stage_a_to_original,SA-D004,development,D002,,1.2554683498709067
stage_a_to_original,SA-D004,development,D003,,2.0173090911212772
stage_a_to_original,SA-D004,development,D004,,2.4442387220592146
stage_a_to_original,SA-D004,development,D005,,0.80044725009739581
stage_a_to_original,SA-D004,development,D006,,0.97207139025308442
stage_a_to_original,SA-D004,development,D007,,1.1439250541990107
stage_a_to_original,SA-D004,development,D008,,0.70400432584473926
stage_a_to_original,SA-D004,development,D009,,0.83391951071694947
stage_a_to_original,SA-D004,development,D010,,0.93081664878608761
stage_a_to_original,SA-D004,development,D011,,1.0834361369125103
stage_a_to_original,SA-D004,development,D012,,1.0115402009220986
stage_a_to_original,SA-D004,development,D013,,0.91444105790894348
stage_a_to_original,SA-D004,development,D014,,0.8590986797462965
stage_a_to_original,SA-D004,development,D015,,0.91440833173541658
stage_a_to_original,SA-D004,development,D016,,1.0920246673172909
stage_a_to_original,SA-D004,development,D017,,0.98173684518087601
stage_a_to_original,SA-D004,development,D018,,0.86665239252225357
stage_a_to_original,SA-D004,development,D019,,1.0695580807384815
stage_a_to_original,SA-D004,development,D020,,1.2181011478819677
stage_a_to_original,SA-D004,development,D021,,0.95576223870300625
stage_a_to_original,SA-D004,development,D022,,0.75322584495348532
stage_a_to_original,SA-D004,development,D023,,0.75016742816409099
stage_a_to_original,SA-D004,development,D024,,1.0842162779231352
stage_a_to_original,SA-D004,development,D025,,1.1446944534969523
stage_a_to_original,SA-D004,development,D026,,0.86878746795143869
stage_a_to_original,SA-D004,development,D027,,1.0009625825330892
stage_a_to_original,SA-D004,development,D028,,0.79175867659335819
stage_a_to_original,SA-D004,development,D029,,0.7840897278957244
stage_a_to_original,SA-D004,development,D030,,1.0805931944808711
stage_a_to_original,SA-D004,development,D031,,0.86266458987479588
stage_a_to_original,SA-D004,development,D032,,0.87292679076633917
stage_a_to_original,SA-D004,development,D033,,1.0032605654892341
stage_a_to_original,SA-D004,development,D034,,0.97055873633591994
stage_a_to_original,SA-D004,development,D035,,1.0168131702489243
stage_a_to_original,SA-D004,development,D036,,0.89477597772670558
stage_a_to_original,SA-D004,development,D037,,0.82416253130499639
stage_a_to_original,SA-D004,development,D038,,0.78441917794803107
stage_a_to_original,SA-D004,development,D039,,0.86180076695250918
stage_a_to_original,SA-D004,development,D040,,1.4189485875382417
stage_a_to_original,SA-D004,development,D041,,1.2765693588361731
stage_a_to_original,SA-D004,development,D042,,1.658847910741142
stage_a_to_original,SA-D004,development,D043,,1.677166215690131
stage_a_to_original,SA-D004,development,D044,,0.97765404369277231
stage_a_to_original,SA-D004,development,D045,,1.8763671284827439
stage_a_to_original,SA-D004,development,D046,,1.184387584996502
stage_a_to_original,SA-D004,development,D047,,1.660885437034799
stage_a_to_original,SA-D004,development,D048,,1.8684329442998688
stage_a_to_original,SA-D004,development,D049,,1.7602782442189107
stage_a_to_original,SA-D004,development,D050,,1.5408366699241782
stage_a_to_original,SA-D004,development,D051,,1.1458212147743001
stage_a_to_original,SA-D004,development,D052,,1.3804948476945107
stage_a_to_original,SA-D004,development,D053,,1.5692552491228087
stage_a_to_original,SA-D004,development,D054,,1.3154850463214942
stage_a_to_original,SA-D004,development,D055,,1.5621439511256245
stage_a_to_original,SA-D004,development,D056,,1.3707099938740352
stage_a_to_original,SA-D004,development,D057,,1.3437722900974272
stage_a_to_original,SA-D004,development,D058,,1.9590058267857731
stage_a_to_original,SA-D004,development,D059,,1.1950213234038543
stage_a_to_original,SA-D004,development,D060,,1.2679102315844553
stage_a_to_original,SA-D004,development,D061,,1.0874303913054779
stage_a_to_original,SA-D004,development,D062,,1.7260341165933908
stage_a_to_original,SA-D004,development,D063,,1.0519910981846801
stage_a_to_original,SA-D004,development,D064,,1.6351009241059162
stage_a_to_original,SA-D004,development,D065,,1.2831833825562571
stage_a_to_original,SA-D004,development,D066,,1.2906478478540941
stage_a_to_original,SA-D004,development,D067,,1.1973788922877397
stage_a_to_original,SA-D004,development,D068,,1.0654588965811012
stage_a_to_original,SA-D004,development,D069,,1.7969359887779226
stage_a_to_original,SA-D004,development,D070,,1.1341838672017102
stage_a_to_original,SA-D004,development,D071,,1.7236612435449681
stage_a_to_original,SA-D004,development,D072,,1.5641085902904923
stage_a_to_original,SA-D004,development,D073,,1.7021008129629112
stage_a_to_original,SA-D004,development,D074,,1.7658311474661927
stage_a_to_original,SA-D004,development,D075,,1.5152869168801122
stage_a_to_original,SA-D004,development,D076,,1.1523482954559905
stage_a_to_original,SA-D004,development,D077,,1.8951149431069869
stage_a_to_original,SA-D004,development,D078,,1.2095837506460752
stage_a_to_original,SA-D004,development,D079,,1.2596535568424272
stage_a_to_original,SA-D004,development,D080,,1.4469041364492317
stage_a_to_original,SA-D004,development,D081,,1.5294014658038348
stage_a_to_original,SA-D004,development,D082,,1.5553730467253695
stage_a_to_original,SA-D004,development,D083,,1.1518372273958515
stage_a_to_original,SA-D004,development,D084,,1.2000589922133853
stage_a_to_original,SA-D004,development,D085,,1.3138857752376683
stage_a_to_original,SA-D004,development,D086,,1.5740104060546372
stage_a_to_original,SA-D004,development,D087,,2.0990033014269325
stage_a_to_original,SA-D004,development,D088,,1.6577225523668577
stage_a_to_original,SA-D004,development,D089,,1.7110704614242598
stage_a_to_original,SA-D004,development,D090,,1.4598220311996171
stage_a_to_original,SA-D004,development,D091,,1.3572288211704946
stage_a_to_original,SA-D004,development,D092,,1.1891577483932336
stage_a_to_original,SA-D004,development,D093,,1.3186929073798106
stage_a_to_original,SA-D004,development,D094,,1.3534695495865334
stage_a_to_original,SA-D004,development,D095,,1.6825158975423296
stage_a_to_original,SA-D004,development,D096,,1.8530088283064989
stage_a_to_original,SA-D004,development,D097,,1.4025606201151266
stage_a_to_original,SA-D004,development,D098,,1.6196798389747102
stage_a_to_original,SA-D004,development,D099,,1.2770007272281512
stage_a_to_original,SA-D005,development,D000,,0.35038048279241946
stage_a_to_original,SA-D005,development,D001,,0.62789328497599373
stage_a_to_original,SA-D005,development,D002,,1.3469117451224106
stage_a_to_original,SA-D005,development,D003,,2.1271624933296476
stage_a_to_original,SA-D005,development,D004,,2.5466941022810405
stage_a_to_original,SA-D005,development,D005,,0.89229638108703691
stage_a_to_original,SA-D005,development,D006,,1.071952317685462
stage_a_to_original,SA-D005,development,D007,,1.2069208293962803
stage_a_to_original,SA-D005,development,D008,,0.92145303025513614
stage_a_to_original,SA-D005,development,D009,,1.0344123230999462
stage_a_to_original,SA-D005,development,D010,,0.99240606335384873
stage_a_to_original,SA-D005,development,D011,,1.1664434884609112
stage_a_to_original,SA-D005,development,D012,,1.1054579637603057
stage_a_to_original,SA-D005,development,D013,,1.0377923680451904
stage_a_to_original,SA-D005,development,D014,,0.95902874059539545
stage_a_to_original,SA-D005,development,D015,,1.05487555022006
stage_a_to_original,SA-D005,development,D016,,1.1960894177851857
stage_a_to_original,SA-D005,development,D017,,1.0360690937059867
stage_a_to_original,SA-D005,development,D018,,1.0015708074447998
stage_a_to_original,SA-D005,development,D019,,1.2132011972602799
stage_a_to_original,SA-D005,development,D020,,1.3143848031633087
stage_a_to_original,SA-D005,development,D021,,1.0837293090462505
stage_a_to_original,SA-D005,development,D022,,0.86651043984710818
stage_a_to_original,SA-D005,development,D023,,0.96320686895942298
stage_a_to_original,SA-D005,development,D024,,1.1633663866837609
stage_a_to_original,SA-D005,development,D025,,1.2777752313315662
stage_a_to_original,SA-D005,development,D026,,1.0182617102880713
stage_a_to_original,SA-D005,development,D027,,1.1596491853064508
stage_a_to_original,SA-D005,development,D028,,0.86327725960977442
stage_a_to_original,SA-D005,development,D029,,0.94872475866392014
stage_a_to_original,SA-D005,development,D030,,1.2027744323258396
stage_a_to_original,SA-D005,development,D031,,1.0665134810395092
stage_a_to_original,SA-D005,development,D032,,1.013449908829595
stage_a_to_original,SA-D005,development,D033,,1.1177556628883376
stage_a_to_original,SA-D005,development,D034,,1.0668569887934303
stage_a_to_original,SA-D005,development,D035,,1.100839202977087
stage_a_to_original,SA-D005,development,D036,,1.030886172116142
stage_a_to_original,SA-D005,development,D037,,0.93458192258521766
stage_a_to_original,SA-D005,development,D038,,0.98054790843169126
stage_a_to_original,SA-D005,development,D039,,1.060223041350024
stage_a_to_original,SA-D005,development,D040,,1.5920057487882475
stage_a_to_original,SA-D005,development,D041,,1.3410886167426532
stage_a_to_original,SA-D005,development,D042,,1.6564096566300723
stage_a_to_original,SA-D005,development,D043,,1.7993901996405819
stage_a_to_original,SA-D005,development,D044,,1.1821210543201379
stage_a_to_original,SA-D005,development,D045,,1.8432603731084152
stage_a_to_original,SA-D005,development,D046,,1.3377233943259976
stage_a_to_original,SA-D005,development,D047,,1.8186888030589348
stage_a_to_original,SA-D005,development,D048,,1.8819696552902125
stage_a_to_original,SA-D005,development,D049,,1.696194638784162
stage_a_to_original,SA-D005,development,D050,,1.5176353518195103
stage_a_to_original,SA-D005,development,D051,,1.2286966861395434
stage_a_to_original,SA-D005,development,D052,,1.3599107610617913
stage_a_to_original,SA-D005,development,D053,,1.5468784355077909
stage_a_to_original,SA-D005,development,D054,,1.3728496107669796
stage_a_to_original,SA-D005,development,D055,,1.5672824214727439
stage_a_to_original,SA-D005,development,D056,,1.245976600635688
stage_a_to_original,SA-D005,development,D057,,1.4328050039455309
stage_a_to_original,SA-D005,development,D058,,2.0162354212512659
stage_a_to_original,SA-D005,development,D059,,1.4404546184086575
stage_a_to_original,SA-D005,development,D060,,1.4143099561700465
stage_a_to_original,SA-D005,development,D061,,0.93046659371238538
stage_a_to_original,SA-D005,development,D062,,1.7463342445414096
stage_a_to_original,SA-D005,development,D063,,1.2069404080120663
stage_a_to_original,SA-D005,development,D064,,1.6781238994393683
stage_a_to_original,SA-D005,development,D065,,1.2008389074296335
stage_a_to_original,SA-D005,development,D066,,1.2705486381543776
stage_a_to_original,SA-D005,development,D067,,1.246463817279255
stage_a_to_original,SA-D005,development,D068,,1.2253805753323486
stage_a_to_original,SA-D005,development,D069,,1.8957576126445417
stage_a_to_original,SA-D005,development,D070,,1.090875974523964
stage_a_to_original,SA-D005,development,D071,,1.8318092735730962
stage_a_to_original,SA-D005,development,D072,,1.6813504971553721
stage_a_to_original,SA-D005,development,D073,,1.7654120132020759
stage_a_to_original,SA-D005,development,D074,,1.8588050320153668
stage_a_to_original,SA-D005,development,D075,,1.7429079993461789
stage_a_to_original,SA-D005,development,D076,,1.0969618886908588
stage_a_to_original,SA-D005,development,D077,,1.9055437004841269
stage_a_to_original,SA-D005,development,D078,,1.2807840074547985
stage_a_to_original,SA-D005,development,D079,,1.4648331768318372
stage_a_to_original,SA-D005,development,D080,,1.4345124173269537
stage_a_to_original,SA-D005,development,D081,,1.4980214508649232
stage_a_to_original,SA-D005,development,D082,,1.71046922973657
stage_a_to_original,SA-D005,development,D083,,1.3946048493270384
stage_a_to_original,SA-D005,development,D084,,1.1569149046771279
stage_a_to_original,SA-D005,development,D085,,1.342518110825659
stage_a_to_original,SA-D005,development,D086,,1.6976947577332413
stage_a_to_original,SA-D005,development,D087,,2.1338155751489642
stage_a_to_original,SA-D005,development,D088,,1.6870213464793375
stage_a_to_original,SA-D005,development,D089,,1.7412604191171257
stage_a_to_original,SA-D005,development,D090,,1.5078611929637948
stage_a_to_original,SA-D005,development,D091,,1.3719334180348113
stage_a_to_original,SA-D005,development,D092,,1.3588921346091114
stage_a_to_original,SA-D005,development,D093,,1.5428554082823813
stage_a_to_original,SA-D005,development,D094,,1.3669611885603155
stage_a_to_original,SA-D005,development,D095,,1.7153593785560397
stage_a_to_original,SA-D005,development,D096,,1.9184406973539598
stage_a_to_original,SA-D005,development,D097,,1.3727195979371014
stage_a_to_original,SA-D005,development,D098,,1.5497355427940367
stage_a_to_original,SA-D005,development,D099,,1.4653497878508754
stage_a_to_original,SA-D006,development,D000,,0.56089507876428368
stage_a_to_original,SA-D006,development,D001,,0.67135049734667407
stage_a_to_original,SA-D006,development,D002,,1.2140399915733417
stage_a_to_original,SA-D006,development,D003,,1.9208326766896442
stage_a_to_original,SA-D006,development,D004,,2.3618013649488327
stage_a_to_original,SA-D006,development,D005,,0.82814521953126952
stage_a_to_original,SA-D006,development,D006,,0.90502488358805655
stage_a_to_original,SA-D006,development,D007,,1.0809519012879019
stage_a_to_original,SA-D006,development,D008,,0.58395902147876955
stage_a_to_original,SA-D006,development,D009,,0.85338496117234597
stage_a_to_original,SA-D006,development,D010,,0.94886433461304165
stage_a_to_original,SA-D006,development,D011,,1.0454505420209022
stage_a_to_original,SA-D006,development,D012,,0.87480065380868444
stage_a_to_original,SA-D006,development,D013,,0.92507259628531591
stage_a_to_original,SA-D006,development,D014,,0.81142790416755162
stage_a_to_original,SA-D006,development,D015,,0.84266002909161852
stage_a_to_original,SA-D006,development,D016,,1.0694886913628432
stage_a_to_original,SA-D006,development,D017,,0.98191153837160605
stage_a_to_original,SA-D006,development,D018,,0.73742330050911375
stage_a_to_original,SA-D006,development,D019,,1.0439440916500158
stage_a_to_original,SA-D006,development,D020,,1.1512640853012914
stage_a_to_original,SA-D006,development,D021,,0.94590821612948006
stage_a_to_original,SA-D006,development,D022,,0.73761203679710174
stage_a_to_original,SA-D006,development,D023,,0.66665432173847894
stage_a_to_original,SA-D006,development,D024,,1.0182142868661113
stage_a_to_original,SA-D006,development,D025,,1.0544715384254559
stage_a_to_original,SA-D006,development,D026,,0.8512542888684087
stage_a_to_original,SA-D006,development,D027,,0.96015676016286389
stage_a_to_original,SA-D006,development,D028,,0.81616517660240506
stage_a_to_original,SA-D006,development,D029,,0.73647242534535395
stage_a_to_original,SA-D006,development,D030,,1.0834043375678282
stage_a_to_original,SA-D006,development,D031,,0.80021751677978614
stage_a_to_original,SA-D006,development,D032,,0.73998356761257933
stage_a_to_original,SA-D006,development,D033,,0.93429313092758903
stage_a_to_original,SA-D006,development,D034,,0.82246185352645695
stage_a_to_original,SA-D006,development,D035,,1.0355519227878367
stage_a_to_original,SA-D006,development,D036,,0.88009487746309523
stage_a_to_original,SA-D006,development,D037,,0.80964012142823405
stage_a_to_original,SA-D006,development,D038,,0.71971918026238912
stage_a_to_original,SA-D006,development,D039,,0.82823644495458626
stage_a_to_original,SA-D006,development,D040,,1.3591731646262404
stage_a_to_original,SA-D006,development,D041,,1.246350902622934
stage_a_to_original,SA-D006,development,D042,,1.6662351586398485
stage_a_to_original,SA-D006,development,D043,,1.6727146674551212
stage_a_to_original,SA-D006,development,D044,,0.97011846887315156
stage_a_to_original,SA-D006,development,D045,,1.7496223656977301
stage_a_to_original,SA-D006,development,D046,,1.117665643385432
stage_a_to_original,SA-D006,development,D047,,1.6646361230975411
stage_a_to_original,SA-D006,development,D048,,1.7177195850405809
stage_a_to_original,SA-D006,development,D049,,1.6110026925263377
stage_a_to_original,SA-D006,development,D050,,1.5340386255159741
stage_a_to_original,SA-D006,development,D051,,1.1803420296894191
stage_a_to_original,SA-D006,development,D052,,1.2312303923125125
stage_a_to_original,SA-D006,development,D053,,1.3601675555786279
stage_a_to_original,SA-D006,development,D054,,1.3434384869759184
stage_a_to_original,SA-D006,development,D055,,1.3785174846398189
stage_a_to_original,SA-D006,development,D056,,1.1928560615984449
stage_a_to_original,SA-D006,development,D057,,1.2537455041276244
stage_a_to_original,SA-D006,development,D058,,1.8060087377943501
stage_a_to_original,SA-D006,development,D059,,1.0981426118582556
stage_a_to_original,SA-D006,development,D060,,1.0444651936572305
stage_a_to_original,SA-D006,development,D061,,0.92540140841501761
stage_a_to_original,SA-D006,development,D062,,1.6310887019376756
stage_a_to_original,SA-D006,development,D063,,1.0943167527905073
stage_a_to_original,SA-D006,development,D064,,1.4232660647667343
stage_a_to_original,SA-D006,development,D065,,0.97937296162476717
stage_a_to_original,SA-D006,development,D066,,1.1357786178922518
stage_a_to_original,SA-D006,development,D067,,1.0858240070273675
stage_a_to_original,SA-D006,development,D068,,1.0072575280911256
stage_a_to_original,SA-D006,development,D069,,1.6105586528395353
stage_a_to_original,SA-D006,development,D070,,1.1166723326429588
stage_a_to_original,SA-D006,development,D071,,1.6197510915822455
stage_a_to_original,SA-D006,development,D072,,1.3697929951356438
stage_a_to_original,SA-D006,development,D073,,1.6035943085324516
stage_a_to_original,SA-D006,development,D074,,1.6601027564487378
stage_a_to_original,SA-D006,development,D075,,1.4835928676025989
stage_a_to_original,SA-D006,development,D076,,1.1560269229944875
stage_a_to_original,SA-D006,development,D077,,1.7926591657176423
stage_a_to_original,SA-D006,development,D078,,1.033386412493343
stage_a_to_original,SA-D006,development,D079,,1.179961452370937
stage_a_to_original,SA-D006,development,D080,,1.4318774071985534
stage_a_to_original,SA-D006,development,D081,,1.4263129177389005
stage_a_to_original,SA-D006,development,D082,,1.5637370662801411
stage_a_to_original,SA-D006,development,D083,,1.0801479872208422
stage_a_to_original,SA-D006,development,D084,,1.1088103370021998
stage_a_to_original,SA-D006,development,D085,,1.3242549034162676
stage_a_to_original,SA-D006,development,D086,,1.4683907747607119
stage_a_to_original,SA-D006,development,D087,,1.9173856487400724
stage_a_to_original,SA-D006,development,D088,,1.3720769696374122
stage_a_to_original,SA-D006,development,D089,,1.5413440114517081
stage_a_to_original,SA-D006,development,D090,,1.516355054800173
stage_a_to_original,SA-D006,development,D091,,1.1645210175440857
stage_a_to_original,SA-D006,development,D092,,1.147921925817798
stage_a_to_original,SA-D006,development,D093,,1.2642760836847424
stage_a_to_original,SA-D006,development,D094,,1.07499756455175
stage_a_to_original,SA-D006,development,D095,,1.6353089700548402
stage_a_to_original,SA-D006,development,D096,,1.7531560457398419
stage_a_to_original,SA-D006,development,D097,,1.472275383555089
stage_a_to_original,SA-D006,development,D098,,1.3758794639819574
stage_a_to_original,SA-D006,development,D099,,1.2128416518776204
stage_a_to_original,SA-D007,development,D000,,0.73098902079584749
stage_a_to_original,SA-D007,development,D001,,0.32514303644327075
stage_a_to_original,SA-D007,development,D002,,0.99107294812123536
stage_a_to_original,SA-D007,development,D003,,1.7627348384997983
stage_a_to_original,SA-D007,development,D004,,2.1525505873898307
stage_a_to_original,SA-D007,development,D005,,0.50460631072278761
stage_a_to_original,SA-D007,development,D006,,0.72833946526894922
stage_a_to_original,SA-D007,development,D007,,0.91293408752985072
stage_a_to_original,SA-D007,development,D008,,0.33098638836166583
stage_a_to_original,SA-D007,development,D009,,0.61663297400396644
stage_a_to_original,SA-D007,development,D010,,0.69396890745646977
stage_a_to_original,SA-D007,development,D011,,0.80227691304247883
stage_a_to_original,SA-D007,development,D012,,0.7288090252108137
stage_a_to_original,SA-D007,development,D013,,0.68340522109568269
stage_a_to_original,SA-D007,development,D014,,0.5777733829514895
stage_a_to_original,SA-D007,development,D015,,0.62617493218170983
stage_a_to_original,SA-D007,development,D016,,0.88616569393131595
stage_a_to_original,SA-D007,development,D017,,0.76381759430522156
stage_a_to_original,SA-D007,development,D018,,0.48253770547391117
stage_a_to_original,SA-D007,development,D019,,0.88642969269956318
stage_a_to_original,SA-D007,development,D020,,0.96167775624762331
stage_a_to_original,SA-D007,development,D021,,0.66262087480729837
stage_a_to_original,SA-D007,development,D022,,0.38011855851504861
stage_a_to_original,SA-D007,development,D023,,0.40678561966833204
stage_a_to_original,SA-D007,development,D024,,0.80005527471036864
stage_a_to_original,SA-D007,development,D025,,0.91095366647157916
stage_a_to_original,SA-D007,development,D026,,0.59732714106800133
stage_a_to_original,SA-D007,development,D027,,0.76599279575845214
stage_a_to_original,SA-D007,development,D028,,0.49118495424094327
stage_a_to_original,SA-D007,development,D029,,0.45068017574732594
stage_a_to_original,SA-D007,development,D030,,0.89906075130741203
stage_a_to_original,SA-D007,development,D031,,0.53828054308781537
stage_a_to_original,SA-D007,development,D032,,0.5082454088776317
stage_a_to_original,SA-D007,development,D033,,0.73419359677445484
stage_a_to_original,SA-D007,development,D034,,0.65665611968994364
stage_a_to_original,SA-D007,development,D035,,0.75914509075056391
stage_a_to_original,SA-D007,development,D036,,0.66395952178868745
stage_a_to_original,SA-D007,development,D037,,0.5012510577520175
stage_a_to_original,SA-D007,development,D038,,0.40760224835294312
stage_a_to_original,SA-D007,development,D039,,0.67238904008338429
stage_a_to_original,SA-D007,development,D040,,1.1959918758934247
stage_a_to_original,SA-D007,development,D041,,1.0581680812309766
stage_a_to_original,SA-D007,development,D042,,1.6068673316970283
stage_a_to_original,SA-D007,development,D043,,1.53822642325894
stage_a_to_original,SA-D007,development,D044,,0.87218277076916928
stage_a_to_original,SA-D007,development,D045,,1.7557487389342143
stage_a_to_original,SA-D007,development,D046,,0.91818607958125564
stage_a_to_original,SA-D007,development,D047,,1.4807697633538326
stage_a_to_original,SA-D007,development,D048,,1.5798052737985528
stage_a_to_original,SA-D007,development,D049,,1.5334909074293213
stage_a_to_original,SA-D007,development,D050,,1.4595817481465905
stage_a_to_original,SA-D007,development,D051,,1.1158931562652796
stage_a_to_original,SA-D007,development,D052,,1.1801470259792739
stage_a_to_original,SA-D007,development,D053,,1.3725454664790016
stage_a_to_original,SA-D007,development,D054,,1.2059993505002753
stage_a_to_original,SA-D007,development,D055,,1.418869878975801
stage_a_to_original,SA-D007,development,D056,,1.2044941843918198
stage_a_to_original,SA-D007,development,D057,,1.3823955742418101
stage_a_to_original,SA-D007,development,D058,,1.7368819300274791
stage_a_to_original,SA-D007,development,D059,,0.94711836419929807
stage_a_to_original,SA-D007,development,D060,,0.89628071501716977
stage_a_to_original,SA-D007,development,D061,,0.90702724895016484
stage_a_to_original,SA-D007,development,D062,,1.3813564497697191
stage_a_to_original,SA-D007,development,D063,,0.79939019929450505
stage_a_to_original,SA-D007,development,D064,,1.4668677543482418
stage_a_to_original,SA-D007,development,D065,,1.1453910616950189
stage_a_to_original,SA-D007,development,D066,,1.2350864241579669
stage_a_to_original,SA-D007,development,D067,,1.0644953525139484
stage_a_to_original,SA-D007,development,D068,,0.87937887438222029
stage_a_to_original,SA-D007,development,D069,,1.497069372259721
stage_a_to_original,SA-D007,development,D070,,0.93808468534106171
stage_a_to_original,SA-D007,development,D071,,1.5093496846880481
stage_a_to_original,SA-D007,development,D072,,1.2616373091108168
stage_a_to_original,SA-D007,development,D073,,1.411435131654502
stage_a_to_original,SA-D007,development,D074,,1.5575274512940631
stage_a_to_original,SA-D007,development,D075,,1.3146898400778773
stage_a_to_original,SA-D007,development,D076,,0.98602392901426417
stage_a_to_original,SA-D007,development,D077,,1.669479105428558
stage_a_to_original,SA-D007,development,D078,,0.86998689975830379
stage_a_to_original,SA-D007,development,D079,,1.137599141730588
stage_a_to_original,SA-D007,development,D080,,1.3363188759549751
stage_a_to_original,SA-D007,development,D081,,1.4269255079995717
stage_a_to_original,SA-D007,development,D082,,1.3849315536363149
stage_a_to_original,SA-D007,development,D083,,0.99845994028145724
stage_a_to_original,SA-D007,development,D084,,1.0896341333457822
stage_a_to_original,SA-D007,development,D085,,1.309485817360496
stage_a_to_original,SA-D007,development,D086,,1.4799782693091161
stage_a_to_original,SA-D007,development,D087,,1.9487868953417571
stage_a_to_original,SA-D007,development,D088,,1.4116286727751761
stage_a_to_original,SA-D007,development,D089,,1.514361994733509
stage_a_to_original,SA-D007,development,D090,,1.4692834963441521
stage_a_to_original,SA-D007,development,D091,,1.0636633916717668
stage_a_to_original,SA-D007,development,D092,,1.0643845076546323
stage_a_to_original,SA-D007,development,D093,,1.0768105226050924
stage_a_to_original,SA-D007,development,D094,,1.0409645493244024
stage_a_to_original,SA-D007,development,D095,,1.4911054661877798
stage_a_to_original,SA-D007,development,D096,,1.5892272731540633
stage_a_to_original,SA-D007,development,D097,,1.3978214780031213
stage_a_to_original,SA-D007,development,D098,,1.4754703189811234
stage_a_to_original,SA-D007,development,D099,,1.1249955533790557
stage_a_to_original,SA-D008,validation,D000,,0.25912639903759432
stage_a_to_original,SA-D008,validation,D001,,0.69796838917214288
stage_a_to_original,SA-D008,validation,D002,,1.3626889340093502
stage_a_to_original,SA-D008,validation,D003,,2.1126778116109213
stage_a_to_original,SA-D008,validation,D004,,2.5586962077171211
stage_a_to_original,SA-D008,validation,D005,,0.92713940529074279
stage_a_to_original,SA-D008,validation,D006,,1.0628898668651718
