corpus_namespace,global_run_id,run_key,design_id,design_index,realization_id,realization_index,region,partition,sealed,design_record_hash,proposal_status,simulation_authorized,run_record_hash
stage_a_discovery_v1,595,SA-D019-R00,SA-D019,19,R00,0,boundary,development,False,36cce8e440a1d19406b7bbf6b4c47b4bd97ab2e311a182b18d538f9a55769783,NOT_FROZEN,False,91b8f428123df24ff33242cecab83f01ac85d6d56cdcbb4f704833e4956e6667
stage_a_discovery_v1,596,SA-D019-R01,SA-D019,19,R01,1,boundary,development,False,36cce8e440a1d19406b7bbf6b4c47b4bd97ab2e311a182b18d538f9a55769783,NOT_FROZEN,False,215321a9a39367904e1576dc20590ed88152d796a666b89c961c71323c06c12b
stage_a_discovery_v1,597,SA-D019-R02,SA-D019,19,R02,2,boundary,development,False,36cce8e440a1d19406b7bbf6b4c47b4bd97ab2e311a182b18d538f9a55769783,NOT_FROZEN,False,2228dd96bea32d87289d647cc0edcf2319f0458bb7439b7689810e401fe74575
stage_a_discovery_v1,598,SA-D019-R03,SA-D019,19,R03,3,boundary,development,False,36cce8e440a1d19406b7bbf6b4c47b4bd97ab2e311a182b18d538f9a55769783,NOT_FROZEN,False,7115927bc86f6473f70748d38d85dc615350c301c2b934475273399c43904314
stage_a_discovery_v1,599,SA-D019-R04,SA-D019,19,R04,4,boundary,development,False,36cce8e440a1d19406b7bbf6b4c47b4bd97ab2e311a182b18d538f9a55769783,NOT_FROZEN,False,32abcbc8b84e214187f034327f2ab3c6e1e463bb9fcef048105ef749cf5ab95b
stage_a_discovery_v1,600,SA-D020-R00,SA-D020,20,R00,0,boundary,validation,False,a3db5488a01ec29de3619761bccd032ba8d8c14c396b6448d1ceec397f1caffe,NOT_FROZEN,False,fc9300a179a96418f60e97d1be7740f30d993945a2187625da0146d58d2e42c4
stage_a_discovery_v1,601,SA-D020-R01,SA-D020,20,R01,1,boundary,validation,False,a3db5488a01ec29de3619761bccd032ba8d8c14c396b6448d1ceec397f1caffe,NOT_FROZEN,False,8ba55a7ea746d824ed7468774e112a52580f6a8dce8065df701f9b47cb555329
stage_a_discovery_v1,602,SA-D020-R02,SA-D020,20,R02,2,boundary,validation,False,a3db5488a01ec29de3619761bccd032ba8d8c14c396b6448d1ceec397f1caffe,NOT_FROZEN,False,7fad3a2d69328dd6395e5854cca085b7e981365b5b6d6130c28a8dbea0b56451
stage_a_discovery_v1,603,SA-D020-R03,SA-D020,20,R03,3,boundary,validation,False,a3db5488a01ec29de3619761bccd032ba8d8c14c396b6448d1ceec397f1caffe,NOT_FROZEN,False,2f799c0ca850842136409242cdc671a0d0d33442ed37bca1f064d087e2890f3a
stage_a_discovery_v1,604,SA-D020-R04,SA-D020,20,R04,4,boundary,validation,False,a3db5488a01ec29de3619761bccd032ba8d8c14c396b6448d1ceec397f1caffe,NOT_FROZEN,False,45f54aab90d40e9712258a51d71bda85bd471c328cf78960f27e17e83b7abeff
stage_a_discovery_v1,605,SA-D021-R00,SA-D021,21,R00,0,boundary,validation,False,bd77e3013cac44bdd48a0cce6963d3ff9f382ab7627a29d8ca91b837f4f9dcf9,NOT_FROZEN,False,d6b4313363bb4b264387a31f41e34ff14f403f1dcdd427cd39082a135c973a1a
stage_a_discovery_v1,606,SA-D021-R01,SA-D021,21,R01,1,boundary,validation,False,bd77e3013cac44bdd48a0cce6963d3ff9f382ab7627a29d8ca91b837f4f9dcf9,NOT_FROZEN,False,99dc4c3c32661ad4ad4fe3bf376ddab4d4870c6c290e743f90eeb98726d9568b
stage_a_discovery_v1,607,SA-D021-R02,SA-D021,21,R02,2,boundary,validation,False,bd77e3013cac44bdd48a0cce6963d3ff9f382ab7627a29d8ca91b837f4f9dcf9,NOT_FROZEN,False,076d5c54718e4046afc25de84309df5e7e5f8c39d97798abe71359ae9d3ccc1e
stage_a_discovery_v1,608,SA-D021-R03,SA-D021,21,R03,3,boundary,validation,False,bd77e3013cac44bdd48a0cce6963d3ff9f382ab7627a29d8ca91b837f4f9dcf9,NOT_FROZEN,False,b8241f8f19d5dcfedc722d08cc4cb3ca4cdc1b68f677851d22df70d69e04d5f7
stage_a_discovery_v1,609,SA-D021-R04,SA-D021,21,R04,4,boundary,validation,False,bd77e3013cac44bdd48a0cce6963d3ff9f382ab7627a29d8ca91b837f4f9dcf9,NOT_FROZEN,False,d1cfe42217824209e2f13b2843cfd5ba8dce54b4d2b4bda3b4d57ab3ff39a6d6
stage_a_discovery_v1,610,SA-D022-R00,SA-D022,22,R00,0,boundary,sealed_holdout,True,5a42aa2acb222b72fd0528707627c8122227c89456433dd0539b7de01e8fb0a6,NOT_FROZEN,False,7c14aac59d0669a574ce94793f40d3328cd13d1c61466b286865360306af3fb7
stage_a_discovery_v1,611,SA-D022-R01,SA-D022,22,R01,1,boundary,sealed_holdout,True,5a42aa2acb222b72fd0528707627c8122227c89456433dd0539b7de01e8fb0a6,NOT_FROZEN,False,f3708de5d4c52ea35518eae59d3305326c3048a26e5275adc18f702d7229439a
stage_a_discovery_v1,612,SA-D022-R02,SA-D022,22,R02,2,boundary,sealed_holdout,True,5a42aa2acb222b72fd0528707627c8122227c89456433dd0539b7de01e8fb0a6,NOT_FROZEN,False,4df8ca2948d6c52f5f638c61012a2fa9b6f1734d49253c292d23215cb57be040
stage_a_discovery_v1,613,SA-D022-R03,SA-D022,22,R03,3,boundary,sealed_holdout,True,5a42aa2acb222b72fd0528707627c8122227c89456433dd0539b7de01e8fb0a6,NOT_FROZEN,False,e482bdd82853b90b444ec06ac7bcbb4da1eac2c6aac75ed2e83c4a9661b03eaa
stage_a_discovery_v1,614,SA-D022-R04,SA-D022,22,R04,4,boundary,sealed_holdout,True,5a42aa2acb222b72fd0528707627c8122227c89456433dd0539b7de01e8fb0a6,NOT_FROZEN,False,e8a1b867948c56af5a0d97733ec6c4a2d80382e0f725607f70cf4c949b415af9
stage_a_discovery_v1,615,SA-D023-R00,SA-D023,23,R00,0,boundary,sealed_holdout,True,4ab36df1851e5492940c64eb3c2b873377327c43147fc899ca17e1a4311393b2,NOT_FROZEN,False,93be873a1761052ada0cba50da072325f40ade086c36eb05bdfb8d84a12d9e79
stage_a_discovery_v1,616,SA-D023-R01,SA-D023,23,R01,1,boundary,sealed_holdout,True,4ab36df1851e5492940c64eb3c2b873377327c43147fc899ca17e1a4311393b2,NOT_FROZEN,False,4fe432ca1d3854a9492369448d86653218cfb90522b0b293daac508a35b6677f
stage_a_discovery_v1,617,SA-D023-R02,SA-D023,23,R02,2,boundary,sealed_holdout,True,4ab36df1851e5492940c64eb3c2b873377327c43147fc899ca17e1a4311393b2,NOT_FROZEN,False,a492d29fc4d6913b37d2199541592d2275734b1af5bb43c438c831e7e265dc4f
stage_a_discovery_v1,618,SA-D023-R03,SA-D023,23,R03,3,boundary,sealed_holdout,True,4ab36df1851e5492940c64eb3c2b873377327c43147fc899ca17e1a4311393b2,NOT_FROZEN,False,990db351724f4b182ff4d5c787e359400ec82e09545a7deb55cd9ff045b3db42
stage_a_discovery_v1,619,SA-D023-R04,SA-D023,23,R04,4,boundary,sealed_holdout,True,4ab36df1851e5492940c64eb3c2b873377327c43147fc899ca17e1a4311393b2,NOT_FROZEN,False,5e498afd378da4ce475d1fafc36286836229f1a8dfcd7ea71c212dbf7314933c
stage_a_discovery_v1,620,SA-D024-R00,SA-D024,24,R00,0,global_control,development,False,c9e6478bd6185df54c3e1489b61fa2857ecd3992325a0073749fb99a6ad8a96c,NOT_FROZEN,False,acff8e4d7418e1e02b91c34a04b54500de523d3eea191aafc85f81c8f9cbd666
stage_a_discovery_v1,621,SA-D024-R01,SA-D024,24,R01,1,global_control,development,False,c9e6478bd6185df54c3e1489b61fa2857ecd3992325a0073749fb99a6ad8a96c,NOT_FROZEN,False,fb5f3406d76b3653abd3d95e5280ac1b045e7717bc6eba3a06f350e008bf677f
stage_a_discovery_v1,622,SA-D024-R02,SA-D024,24,R02,2,global_control,development,False,c9e6478bd6185df54c3e1489b61fa2857ecd3992325a0073749fb99a6ad8a96c,NOT_FROZEN,False,83df723d78ff69bf2366eea8707817c31d776c42298ea2707282b90127c4c88d
stage_a_discovery_v1,623,SA-D024-R03,SA-D024,24,R03,3,global_control,development,False,c9e6478bd6185df54c3e1489b61fa2857ecd3992325a0073749fb99a6ad8a96c,NOT_FROZEN,False,8e8096896a9dc5f8d95002278dc67b048abf8312ca2b385365050016d2728ef4
stage_a_discovery_v1,624,SA-D024-R04,SA-D024,24,R04,4,global_control,development,False,c9e6478bd6185df54c3e1489b61fa2857ecd3992325a0073749fb99a6ad8a96c,NOT_FROZEN,False,6498200c620ff492101bd54758cf823a4b9fa02228f7792851459e808c72ff71
stage_a_discovery_v1,625,SA-D025-R00,SA-D025,25,R00,0,global_control,development,False,3dc19da5e1ac95c96955245bfe33196461423c1591d189b181fca47199365ee4,NOT_FROZEN,False,4abd251c7025885cf9df8de3b15045ba343a3fb22b925573e28c4f0b97348cbe
stage_a_discovery_v1,626,SA-D025-R01,SA-D025,25,R01,1,global_control,development,False,3dc19da5e1ac95c96955245bfe33196461423c1591d189b181fca47199365ee4,NOT_FROZEN,False,006dc547e8b3bb248d5807908eac80a4ee6bcde61899e800d3ca2ae72a00998d
stage_a_discovery_v1,627,SA-D025-R02,SA-D025,25,R02,2,global_control,development,False,3dc19da5e1ac95c96955245bfe33196461423c1591d189b181fca47199365ee4,NOT_FROZEN,False,5e614f6d33b9cd519c63bc7db59227c717839d0051a5ec6789e3e9b6cf4b3ed0
stage_a_discovery_v1,628,SA-D025-R03,SA-D025,25,R03,3,global_control,development,False,3dc19da5e1ac95c96955245bfe33196461423c1591d189b181fca47199365ee4,NOT_FROZEN,False,e989297e2471e65fa70f8b374beb6953ee698cae11eb6fbc965ba2de562d08c6
stage_a_discovery_v1,629,SA-D025-R04,SA-D025,25,R04,4,global_control,development,False,3dc19da5e1ac95c96955245bfe33196461423c1591d189b181fca47199365ee4,NOT_FROZEN,False,8cba5ae8335e5b7419c16f4cfe069fb843530a6551d2daafbc17589922db68b1
stage_a_discovery_v1,630,SA-D026-R00,SA-D026,26,R00,0,global_control,development,False,2f5345f12832e20909d22652cbfc689d6930e44d7f943714affc8c64260b7c34,NOT_FROZEN,False,e53e0bc8e001158a645ba66ad6a31dcafa27af6108d7c7166e59e7673250218b
stage_a_discovery_v1,631,SA-D026-R01,SA-D026,26,R01,1,global_control,development,False,2f5345f12832e20909d22652cbfc689d6930e44d7f943714affc8c64260b7c34,NOT_FROZEN,False,b4411495ab43d75ce0eef834f886b0b03c1b0d7d13bca599cc1dfe94e77d2100
stage_a_discovery_v1,632,SA-D026-R02,SA-D026,26,R02,2,global_control,development,False,2f5345f12832e20909d22652cbfc689d6930e44d7f943714affc8c64260b7c34,NOT_FROZEN,False,32d7718a5fa51270f6d9d5fd5a314374c3d68a085effcbad4be88726d1bfde9c
stage_a_discovery_v1,633,SA-D026-R03,SA-D026,26,R03,3,global_control,development,False,2f5345f12832e20909d22652cbfc689d6930e44d7f943714affc8c64260b7c34,NOT_FROZEN,False,9accb70f9a48befdcd25616991e4d34564dbf1e65b769dee4c3dec23f49a08e2
stage_a_discovery_v1,634,SA-D026-R04,SA-D026,26,R04,4,global_control,development,False,2f5345f12832e20909d22652cbfc689d6930e44d7f943714affc8c64260b7c34,NOT_FROZEN,False,1170c46cec1c634c6db0b84230531248b97c2165840d7e7f84dbd46bed8c193c
stage_a_discovery_v1,635,SA-D027-R00,SA-D027,27,R00,0,global_control,development,False,d86a2f7ea14cea0f53fc67ff142a892e24510dcef6eb819d5e5d2ff02ab372d2,NOT_FROZEN,False,9f8f16a965132679bd5959fb8a5c511ab75deff54375d36f05c5eb1436fb73f5
stage_a_discovery_v1,636,SA-D027-R01,SA-D027,27,R01,1,global_control,development,False,d86a2f7ea14cea0f53fc67ff142a892e24510dcef6eb819d5e5d2ff02ab372d2,NOT_FROZEN,False,53bc8e7f89af0d2563638777cb6cd46f3b3104b0593551c0ee198b3c20fee186
stage_a_discovery_v1,637,SA-D027-R02,SA-D027,27,R02,2,global_control,development,False,d86a2f7ea14cea0f53fc67ff142a892e24510dcef6eb819d5e5d2ff02ab372d2,NOT_FROZEN,False,792c440f5c9b9c5c865c2d4912ab7aebc6c051c37f1969a9be57043833d942e5
stage_a_discovery_v1,638,SA-D027-R03,SA-D027,27,R03,3,global_control,development,False,d86a2f7ea14cea0f53fc67ff142a892e24510dcef6eb819d5e5d2ff02ab372d2,NOT_FROZEN,False,f1f00a8283484022f2fd345507d3e74778d7190aec0d1e86fa4a2113766bf11a
stage_a_discovery_v1,639,SA-D027-R04,SA-D027,27,R04,4,global_control,development,False,d86a2f7ea14cea0f53fc67ff142a892e24510dcef6eb819d5e5d2ff02ab372d2,NOT_FROZEN,False,cb70fb193eb25d1eecd0562a7678983ae6b13d4eaee1693eb9dc4227dc500ee3
stage_a_discovery_v1,640,SA-D028-R00,SA-D028,28,R00,0,global_control,validation,False,05a2845d0e501e90bf575950565118ef9c374089ed31a6ec221579778e8a0d86,NOT_FROZEN,False,3bf0759e296c0799cb32da9102d8f415b5f2f24bbd72acb5281d2688517c926b
stage_a_discovery_v1,641,SA-D028-R01,SA-D028,28,R01,1,global_control,validation,False,05a2845d0e501e90bf575950565118ef9c374089ed31a6ec221579778e8a0d86,NOT_FROZEN,False,36d54215b8b7c9909aca4cc19c7517adf74819058f32b48da055a430800737c2
stage_a_discovery_v1,642,SA-D028-R02,SA-D028,28,R02,2,global_control,validation,False,05a2845d0e501e90bf575950565118ef9c374089ed31a6ec221579778e8a0d86,NOT_FROZEN,False,b6e0d80c2c740c7273e785619c7c601226e2b71b383f2440bcc38372e2466734
stage_a_discovery_v1,643,SA-D028-R03,SA-D028,28,R03,3,global_control,validation,False,05a2845d0e501e90bf575950565118ef9c374089ed31a6ec221579778e8a0d86,NOT_FROZEN,False,f153e45e578e9f886c3d6ed32ea6c7ef9a9a19a68a6a22693f6ea89ac72ce1a7
stage_a_discovery_v1,644,SA-D028-R04,SA-D028,28,R04,4,global_control,validation,False,05a2845d0e501e90bf575950565118ef9c374089ed31a6ec221579778e8a0d86,NOT_FROZEN,False,5b14dbe89babdbe3614c419a6967880d16c7a255d77ec58dd4426469dd30cc14
stage_a_discovery_v1,645,SA-D029-R00,SA-D029,29,R00,0,global_control,sealed_holdout,True,547bb178dd3c7d9fb03e5893a417e1ce7fedb3dea14b4eb6ba670d11df031d48,NOT_FROZEN,False,4c4efba2762eab28dd6ede3f0328dbd8b1126a44ea4ea1695eda76c4c9d8457e
stage_a_discovery_v1,646,SA-D029-R01,SA-D029,29,R01,1,global_control,sealed_holdout,True,547bb178dd3c7d9fb03e5893a417e1ce7fedb3dea14b4eb6ba670d11df031d48,NOT_FROZEN,False,5132f6b50ddc2d2790818164f96f3116623ae9cc088fec9ef4289d6a431941fe
stage_a_discovery_v1,647,SA-D029-R02,SA-D029,29,R02,2,global_control,sealed_holdout,True,547bb178dd3c7d9fb03e5893a417e1ce7fedb3dea14b4eb6ba670d11df031d48,NOT_FROZEN,False,9e976c2e6fb5ab46a1232a3bd08032d32b1cfe5452d0d2372b5dfbf52dab5f25
stage_a_discovery_v1,648,SA-D029-R03,SA-D029,29,R03,3,global_control,sealed_holdout,True,547bb178dd3c7d9fb03e5893a417e1ce7fedb3dea14b4eb6ba670d11df031d48,NOT_FROZEN,False,728b497966194bddf655101271701358aa4be0f78ceb1651ed6c5aed1b67030d
stage_a_discovery_v1,649,SA-D029-R04,SA-D029,29,R04,4,global_control,sealed_holdout,True,547bb178dd3c7d9fb03e5893a417e1ce7fedb3dea14b4eb6ba670d11df031d48,NOT_FROZEN,False,e54af1ba9d7118a9b0ae80723f98e7aafb1e74122fc16dbb3477ffe910c4435c
